,vintage.wine.winery.seo_name,vintage.wine.winery.name,vintage.wine.name,vintage.year,vintage.statistics.ratings_average,vintage.wine.region.name,vintage.wine.region.seo_name,vintage.wine.style.region.seo_name
4,cloitre-lescours,Château Cloitre Lescours,Saint-Émilion Grand Cru,2007,3.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
5,riou-de-thaillas,Château Riou de Thaillas,Saint-Émilion Grand Cru,2011,3.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
6,fr-domaine-renucci,Domaine Renucci,Cuvée Vignola Corse Calvi Blanc,2017,3.6,Vin de Corse,vin-de-corse,
7,berta-maillol,Berta Maillol,Hors d'Âge Traditionnel Banyuls,N.V.,3.9,Banyuls,banyuls,
8,domaine-ribiera,Domaine Ribiera,Causse Toujours,2015,3.7,Vin de France,vin-de-pays-vignobles-de-france,languedoc-roussillon
9,domaine-henri-naudin-ferrand,Henri Naudin-Ferrand,Bellis Perennis,2015,4.0,Bourgogne Hautes-Côtes de Beaune,hautes-cotes-de-beaune,bourgogne
10,domaine-clef-de-saint-thomas,Domaine Clef de Saint Thomas,La Clef de St Thomas Châteauneuf-du-Pape Rouge,2011,4.0,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
11,domaine-de-la-monardiere,La Monardiere,Les Calades Vacqueyras,2015,4.1,Vacqueyras,vacqueyras,rhone
12,borie-manoux,Borie Manoux,L'Ermitage de Monleury Montagne-Saint-Émilion,2011,3.3,Montagne-Saint-Émilion,montagne-saint-emilion,bordeaux
13,paul-ginglinger,Paul Ginglinger,Gewürztraminer Alsace Grand Cru 'Pfersigberg',2016,3.8,Alsace Grand Cru 'Pfersigberg',alsace-grand-cru-pfersigberg,alsace
14,corconnac,Château Corconnac,Haut-Médoc,2013,3.4,Médoc,medoc,bordeaux
15,domaine-richaud,Domaine Richaud,à la Source Red,2017,3.8,Vin de France,vin-de-pays-vignobles-de-france,languedoc-roussillon
16,lanye-barrac,Domaine Lanye Barrac,La Rabidote Saint-Chinian,2016,4.0,Saint-Chinian,saint-chinian,languedoc-roussillon
17,albane-and-bertrand-minchin,Domaine Minchin,Le Claux Delorme Valencay Rouge,2013,3.5,Valençay,valencay,
18,alain-voge,Alain Voge,Cornas,2001,3.9,Cornas,cornas,cornas
19,jean-goulley-fils,Domaine Jean Goulley & Fils,Chablis,2012,3.7,Chablis,chablis,bourgogne
20,barlet-raymond-and-fils,La Cave du Prieure - Raymond Barlet & Fils,Altesse Roussette de Savoie,2016,3.6,Roussette de Savoie,roussette-de-savoie,
21,barton-guestier,Barton & Guestier,Bordeaux Prince Noir,2016,3.2,Bordeaux,bordeaux,bordeaux
22,magdeleine-bouhou,Magdeleine Bouhou,Blaye - Côtes de Bordeaux,2010,3.4,Blaye - Côtes de Bordeaux,blaye-cotes-de-bordeaux,bordeaux
23,fontcreuse,Château de Fontcreuse,Cuvée F,2014,4.1,Bouches-du-Rhone,bouches-du-rhone,
24,didier-gerin,Didier Gerin,Les IV Saisons Côte Rôtie,2010,4.3,Côte-Rôtie,cote-rotie,rhone
0,barlet-raymond-and-fils,La Cave du Prieure - Raymond Barlet & Fils,Jongieux Gamay,2016,3.5,Savoie,savoie,
1,yon-saint-martin,Yon Saint-Martin,Saint-Émilion Grand Cru,2014,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
2,jonc-blanc,Chateau Jonc-Blanc,Pure S,2013,3.9,Vin de France,vin-de-pays-vignobles-de-france,
3,fr-chandesais,Maison Chandesais,Savoure Coteaux Bourguignons,2014,3.2,Coteaux Bourguignons,coteaux-bourguignons,bourgogne
4,binner,Binner,Vendanges Tardives Riesling,2006,4.2,Alsace,alsace,
5,aanda-devillard,Devillard,Le Renard Givry,2013,3.6,Givry,givry,cote-chalonnaise
6,le-domaine-saget,Le Domaine Saget,Pouilly-Fumé,2013,3.7,Pouilly-Fumé,pouilly-fume,loire-valley
7,fr-lalande-de-pez,Château Lalande de Pez,Saint-Estèphe,2014,3.7,Saint-Estèphe,saint-estephe,bordeaux
8,chateau-la-fleur-darthus,Château La Fleur d'Arthus,Saint-Émilion Grand Cru,2009,3.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
9,emmanuel-darnaud,Emmanuel Darnaud,Mise en Bouche Crozes-Hermitage,2014,3.8,Crozes-Hermitage,crozes-hermitage,crozes-hermitage
10,domaine-des-bruniers,Domaine des Bruniers,Quincy,2016,3.8,Quincy,quincy,loire-valley
11,chateau-de-lou-22586,Château de l'Ou,L'Oue Rouge,2015,3.7,Côtes du Roussillon,cotes-du-roussillon,languedoc-roussillon
12,fr-gaia,Domaine de Gaïa,Désinvolte,2016,3.1,Vin de France,vin-de-pays-vignobles-de-france,
13,fr-guy-saget,Guy Saget,Sancerre Rouge,2016,3.8,Sancerre,sancerre,loire-valley
14,chateau-bel-air-cadillac-cotes-de-bordeaux,Château Bel-Air,Cadillac - Côtes de Bordeaux,2012,3.4,Cadillac - Côtes de Bordeaux,cadillac-cotes-de-bordeaux,bordeaux
15,baron-philippe-de-rothschild-sa,Baron Philippe de Rothschild,Baron Philippe Pauillac,1985,4.5,Pauillac,pauillac,bordeaux
16,jacques-cartier,Jacques Cartier,Brut Champagne,N.V.,3.2,Champagne,champagne,
17,martinon,Château Martinon,Bordeaux Supérieur,2014,2.9,Bordeaux Supérieur,bordeaux-superieur,bordeaux
18,bouchard-pere-and-fils,Bouchard Père & Fils,Bourgogne Coteaux des Moines Pinot Noir,2015,3.6,Bourgogne,bourgogne,bourgogne
19,fabien-trosset,Fabien Trosset,Avalanche Arbin Mondeuse,2016,3.8,Savoie,savoie,
20,toasc,Domaine de Toasc,Bellet Rouge,2013,3.5,Bellet,bellet,
21,roland-grangier,Domaine Grangier,Côte Granits Saint-Joseph,2016,4.2,Saint-Joseph,saint-joseph,saint-joseph
22,chateau-de-rey,Château de Rey,Sisquò Rouge,2016,3.7,Côtes du Roussillon,cotes-du-roussillon,languedoc-roussillon
23,la-peira-en-damaisela,La Pèira en Damaisèla,Les Obriers de la Peira Terrasses du Larzac,2010,3.9,Terrasses du Larzac,terasses-du-larzac,languedoc-roussillon
24,bernede-grand-poujeaux,Château La Bernède Grand Poujeaux,Moulis-en-Médoc,2012,3.6,Moulis-en-Médoc,moulis-en-medoc,bordeaux
0,barberousse,Château Barberousse,L'Espirit de Barberousse Saint-Emilion Grand Cru,2014,3.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
1,hauvette,Hauvette,Les Baux-de-Provence Rouge,2012,4.2,Les Baux-de-Provence,les-baux-de-provence,
2,domaine-martin,Domaine Martin,Côtes du Rhône Rouge,2013,3.5,Côtes-du-Rhône,cotes-du-rhone,rhone
3,robert-bernard-plageoles,Robert & Bernard Plageoles,Braucol,2017,3.7,Gaillac,gaillac,
4,paul-blanck-and-fils,Paul Blanck,Schlossberg Riesling,N.V.,4.1,Alsace Grand Cru,alsace-grand-cru,alsace
5,louis-cheze,Louis Chèze,Viognier,2014,3.9,Collines Rhodaniennes,igp-collines-rhodaniennes,rhone
6,chateau-saint-pierre-lussac-st-emilion,Château Saint Pierre,Lussac Saint-Émilion,2012,3.5,Lussac-Saint-Émilion,lussac-st-emilion,bordeaux
7,domaine-viret,Domaine Viret,Les Colonnades (Terre de Cosmoculture),2014,3.9,Côtes-du-Rhône-Villages 'Saint-Maurice',cotes-du-rhone-villages-saint-maurice,rhone
8,chateau-de-laborde,Château de Laborde,Bordeaux Rouge,2009,3.4,Bordeaux,bordeaux,bordeaux
9,chateau-des-annereaux,Château des Annereaux,Lalande-de-Pomerol,2010,3.7,Lalande-de-Pomerol,lalande-de-pomerol,bordeaux
10,chateau-tour-haut-caussan,Château Tour Haut-Caussan,Médoc,2000,3.5,Médoc,medoc,bordeaux
11,faiveley,Faiveley,Givry Champ Lalot Rouge,2017,3.7,Givry,givry,cote-chalonnaise
12,christian-meffre,Christian Meffre,Chateau Raspail Gigondas,2012,3.8,Gigondas,gigondas,rhone
13,andre-dezat-fils,Andre Dezat & Fils,Cuvée Prestige Sancerre Rouge,2014,4.0,Sancerre,sancerre,loire-valley
14,jean-louis-tribouley,Jean-Louis Tribouley,Les Copines,2013,3.9,Côtes du Roussillon,cotes-du-roussillon,languedoc-roussillon
15,fr-rocher-figeac,Château Rocher-Figeac,Saint-Émilion,2014,3.7,Saint-Émilion,saint-emilion,bordeaux
16,eyran,Château d'Eyran,Pessac-Léognan,2011,3.8,Pessac-Léognan,pessac-leognan,bordeaux
17,chateau-eugenie,Château Eugénie,Cuvée Réservée de l'Aïeul Cahors,2010,3.9,Cahors,cahors,
18,magence,Château Magence,Graves Rouge,2004,4.0,Graves,graves,bordeaux
19,fr-vincent-sophie-morey,Vincent & Sophie Morey,Bâtard-Montrachet Grand Cru,2009,4.5,Bâtard-Montrachet Grand Cru,batard-montrachet-grand-cru,cote-de-beaune
20,fr-perdrycourt,Perdrycourt,Petit Chablis,2016,4.1,Petit Chablis,petit-chablis,bourgogne
21,chteau-siaurac,Château Siaurac,Baronne de Siaurac Lalande-de-Pomerol,2012,3.4,Lalande-de-Pomerol,lalande-de-pomerol,bordeaux
22,domaine-yves-cuilleron,Yves Cuilleron,Crozes-Hermitage Laya,2014,3.9,Crozes-Hermitage,crozes-hermitage,crozes-hermitage
23,lignier-georges-et-fils,Georges Lignier et Fils,Morey-Saint-Denis,2013,3.8,Morey-Saint-Denis,morey-saint-denis,cote-de-nuits
24,des-homs,Domaine des Homs,Le Viognier,2017,4.1,Pays d'Oc,vin-de-pays-doc,languedoc-roussillon
0,les-vins-contes,Les Vins Contes,Bois Sans Soif,2017,4.0,Vin de France,vin-de-pays-vignobles-de-france,
1,chateau-de-la-liquiere,Château de la Liquiere,Cistus Blanc Faugères,2014,3.6,Faugères,faugeres,languedoc-roussillon
2,pierre-henri-morel,Pierre Henri Morel,Châteauneuf-du-Pape,2011,3.7,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
3,fr-domaine-de-lhortus,Domaine de l'Hortus,Pic-Saint-Loup Classique Bergerie,2011,3.7,Pic-Saint-Loup,pic-saint-loup,languedoc-roussillon
4,laroze,Château Laroze,Saint-Émilion Grand Cru (Grand Cru Classé),2002,3.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
5,laurent-perrier,Laurent-Perrier,Brut Millésimé Champagne,1996,4.1,Champagne,champagne,champagne
6,mancey,Vignerons de Mancey,Bourgogne Chardonnay,2016,3.2,Bourgogne,bourgogne,bourgogne
7,domaine-comte-peraldi,Comte Peraldi,Ajaccio Rouge,2011,3.8,Ajaccio,ajaccio,
8,terre-de-mistral,Terre de Mistral,Pauline Côtes de Provence Rosé,N.V.,3.9,Méditerranée,vin-de-pays-de-mediterranee,provence
9,nicolas-pere-fils,Nicolas Pere & Fils,Essentielle Côtes du Rhône Rouge,2013,3.3,Côtes-du-Rhône,cotes-du-rhone,rhone
10,fr-domaine-trapet,Domaine Trapet,Riquewihr Riesling Alsace,2014,3.7,Alsace,alsace,alsace
11,chateau-clamens,Château Clamens,Fronton Rouge,2016,3.6,Fronton,fronton,
12,domaine-la-tour-boisee,Domaine la Tour Boisée,Marselan Bel Serrat,2016,3.7,Coteaux de Peyriac,coteaux-de-peyriac,languedoc-roussillon
13,domaine-pierre-gonon,Domaine Pierre Gonon,Les Oliviers Saint-Joseph,2015,4.2,Saint-Joseph,saint-joseph,rhone
14,bernard-fleuriet-et-fils,Domaine Bernard Fleuriet & Fils,La Vigne au Paul Menetou-Salon Blanc,2017,4.0,Menetou-Salon,menetou-salon,loire-valley
15,mas-amiel,Mas Amiel,Notre Terre,2014,3.7,Côtes du Roussillon Villages,cotes-du-roussillon-villages,languedoc-roussillon
16,la-bastide,Château la Bastide,Merlot,2015,3.8,Aude,aude,languedoc-roussillon
17,chateau-les-pins,Château les Pins,Côtes du Roussillon Villages,2006,3.7,Côtes du Roussillon Villages,cotes-du-roussillon-villages,languedoc-roussillon
18,l-ecu,Domaine de l'Ecu,Classic,2014,3.6,Loire Valley,loire-valley,loire-valley
19,charles-heidsieck,Charles Heidsieck,Brut Réserve Champagne,2012,4.2,Champagne,champagne,champagne
20,chateau-massot,Chateau Massot,Bordeaux,2015,3.2,Bordeaux,bordeaux,bordeaux
21,chateau-rioublanc,Château Rioublanc,Bordeaux,2018,3.7,Bordeaux,bordeaux,bordeaux
22,fr-jean-philippe-fichet,Jean-Philippe Fichet,Monthelie,2014,3.9,Monthélie,monthelie,cote-de-beaune
23,fr-jean-philippe-fichet,Jean-Philippe Fichet,Meursault,2014,4.2,Meursault,meursault,cote-de-beaune
24,hameau-touche-boeuf,Hameau Touche Boeuf,L'Effrontée Simon Gastrein,2018,3.9,Collines Rhodaniennes,igp-collines-rhodaniennes,
0,clos-perdus,Les Clos Perdus,Cuvée Corbières,2017,4.0,Corbières,corbieres,languedoc-roussillon
1,bel-air-la-royere,Chateau Bel-Air La Royère,Blaye,2014,3.9,Blaye,blaye,bordeaux
2,champagne-ruinart,Ruinart,Brut (R de Ruinart) Champagne,2014,4.2,Champagne,champagne,champagne
3,champagne-ruinart,Ruinart,Brut (R de Ruinart) Champagne,2016,4.4,Champagne,champagne,champagne
4,feytit-lagrave,Château Feytit-Lagrave,Pomerol,2014,3.9,Pomerol,pomerol,bordeaux
5,wilfried,Wilfried,Rasteau,2016,3.5,Rasteau,rasteau,rhone
6,lignane,Château de Lignane,Côtes du Rhône Villages 'Rochegude',2013,3.8,Côtes-du-Rhône-Villages 'Rochegude',cotes-du-rhone-villages-rochegude,rhone
7,hourbanon,Château Hourbanon,Médoc,2015,3.7,Médoc,medoc,bordeaux
8,borie-manoux,Borie Manoux,Le Clocher de Saint-Julien,2014,3.5,Saint-Julien,saint-julien,bordeaux
9,maison-albera,Maison Albera,Vignes d'Altitude Carignan Noir,2018,3.6,Côtes Catalanes,cotes-catalanes,
10,borie-manoux,Borie Manoux,Chapelle de la Trinité Saint-Émilion,2015,3.7,Saint-Émilion,saint-emilion,bordeaux
11,chateau-d-esclans,Château d'Esclans,Déesse Astrée,2015,4.2,Côtes de Provence,cotes-de-provence,
12,mont,Château du Mont,Sainte-Croix-du-Mont,2016,4.1,Saint-Croix-du-Mont,saint-croix-du-mont,
13,chambert-marbuzet,Château Chambert-Marbuzet,Saint-Estèphe,2015,3.8,Saint-Estèphe,saint-estephe,bordeaux
14,domaine-de-la-rectorie,Domaine de la Rectorie,Côté Mer Collioure Rosé,2017,4.0,Collioure,collioure,languedoc-roussillon
15,domaine-isabelle-philippe-germain,Domaine Isabelle & Philippe Germain,Monthélie Rouge,2017,3.7,Monthélie,monthelie,cote-de-beaune
16,le-joncieux,Château Le Joncieux,Blaye - Côtes de Bordeaux,2016,3.7,Blaye - Côtes de Bordeaux,blaye-cotes-de-bordeaux,bordeaux
17,hugel,Hugel,Estate Gewürztraminer,2013,4.0,Alsace Grand Cru,alsace-grand-cru,alsace
18,chateau-lilian-ladouys,Château Lilian Ladouys,Saint-Estèphe,2001,3.9,Saint-Estèphe,saint-estephe,bordeaux
19,marie-dupin,Marie Dupin,Bourgueil,2017,3.3,Bourgueil,bourgueil,
20,bolaire,Château Bolaire,Bordeaux Supérieur,2011,3.8,Bordeaux Supérieur,bordeaux-superieur,bordeaux
21,pin-beausoleil,Château Le Pin Beausoleil,Petit Soleil Bordeaux Superieur,2013,3.8,Bordeaux Supérieur,bordeaux-superieur,bordeaux
22,grand-corbin,Château Grand Corbin,Saint-Émilion Grand Cru (Grand Cru Classé),2014,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
23,chateau-grand-puy-ducasse,Château Grand-Puy Ducasse,Prelude a Grand-Puy Ducasse Pauillac,2013,3.9,Pauillac,pauillac,bordeaux
24,meyney,Château Meyney,Prieur de Meyney Saint-Estèphe,2014,4.0,Saint-Estèphe,saint-estephe,bordeaux
0,chateau-lamothe-guignard,Château Lamothe Guignard,Sauternes (Grand Cru Classé),2007,3.9,Sauternes,sauternes,bordeaux
1,grand-ormeau,Château Grand Ormeau,Chevalier d'Haurange Lalande-de-Pomerol,2014,3.7,Lalande-de-Pomerol,lalande-de-pomerol,bordeaux
2,pascal-berthier,Pascal Berthier,Esprit de Séduction Saint-Amour,2017,3.7,Saint-Amour,saint-amour,beaujolais
3,chateau-val-joanis,Château Val Joanis,Les Griottes Luberon,2017,4.0,Luberon,luberon,rhone
4,chateau-calissanne,Château Calissanne,Coteaux d'Aix-en-Provence Rosé,2018,3.6,Coteaux d'Aix-en-Provence,coteaux-daix-en-provence,provence
5,grand-corbin,Château Grand Corbin,Saint-Émilion Grand Cru (Grand Cru Classé),2014,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
6,pin-beausoleil,Château Le Pin Beausoleil,Petit Soleil Bordeaux Superieur,2013,3.8,Bordeaux Supérieur,bordeaux-superieur,bordeaux
7,chateau-grand-puy-ducasse,Château Grand-Puy Ducasse,Prelude a Grand-Puy Ducasse Pauillac,2013,3.9,Pauillac,pauillac,bordeaux
8,meyney,Château Meyney,Prieur de Meyney Saint-Estèphe,2014,4.0,Saint-Estèphe,saint-estephe,bordeaux
9,laroze,Château Laroze,La Fleur Laroze Saint-Emilion Grand Cru,2006,3.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
10,chateau-belgrave,Château Belgrave,Haut-Médoc (Grand Cru Classé),1997,3.7,Haut-Médoc,haut-medoc,bordeaux
11,bolaire,Château Bolaire,Bordeaux Supérieur,2011,3.8,Bordeaux Supérieur,bordeaux-superieur,bordeaux
12,chateau-marjosse,Château Marjosse,Bordeaux Blanc,2015,3.6,Bordeaux,bordeaux,bordeaux
13,clos-vieux-taillefer,Clos Vieux Taillefer,Pomerol,2009,4.4,Pomerol,pomerol,bordeaux
14,haut-brion,Château Haut-Brion,La Clarté de Haut-Brion Pessac-Léognan Blanc (Les Plantiers du Haut-Brion),2005,4.0,Pessac-Léognan,pessac-leognan,bordeaux
15,chateau-robin,Château Robin,Castillon Côtes de Bordeaux,2015,3.5,Castillon - Côtes de Bordeaux,cotes-de-castillon,bordeaux
16,chateau-larmande,Château Larmande,Saint-Émilion Grand Cru (Grand Cru Classé),2007,3.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
17,chateau-olivier,Château Olivier,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2007,3.8,Pessac-Léognan,pessac-leognan,bordeaux
18,chateau-marjosse,Château Marjosse,Entre-Deux-Mers,2015,3.8,Entre-deux-Mers,entre-deux-mers,bordeaux
19,romer-du-hayot,Château Romer du Hayot,Sauternes (Grand Cru Classé),2003,4.1,Sauternes,sauternes,bordeaux
20,chateau-clos-l-eglise,Chateau Clos l'Eglise,Côtes de Castillon,2008,3.6,Castillon - Côtes de Bordeaux,cotes-de-castillon,bordeaux
21,chateau-l-enclos,Château l'Enclos,Pomerol,2011,4.2,Pomerol,pomerol,bordeaux
22,chateau-ferriere,Château Ferrière,Margaux (Grand Cru Classé),1996,4.2,Margaux,margaux,bordeaux
23,chateau-malartic-lagraviere,Château Malartic-Lagravière,Pessac-Léognan (Grand Cru Classé de Graves),1990,4.1,Pessac-Léognan,pessac-leognan,bordeaux
24,chateau-louis,Château Louis,Saint-Émilion Grand Cru,2012,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
0,chateau-canon,Château Canon,Saint-Émilion Grand Cru (Premier Grand Cru Classé),1989,4.4,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
1,chateau-mongravey,Château Mongravey,Margaux,2013,3.9,Margaux,margaux,bordeaux
2,chateau-lilian-ladouys,Château Lilian Ladouys,Saint-Estèphe,2001,3.9,Saint-Estèphe,saint-estephe,bordeaux
3,chambert-marbuzet,Château Chambert-Marbuzet,Saint-Estèphe,2015,3.8,Saint-Estèphe,saint-estephe,bordeaux
4,le-joncieux,Château Le Joncieux,Blaye - Côtes de Bordeaux,2016,3.7,Blaye - Côtes de Bordeaux,blaye-cotes-de-bordeaux,bordeaux
5,mont,Château du Mont,Sainte-Croix-du-Mont,2016,4.1,Saint-Croix-du-Mont,saint-croix-du-mont,
6,marie-dupin,Marie Dupin,Bourgueil,2017,3.3,Bourgueil,bourgueil,
7,hugel,Hugel,Estate Gewürztraminer,2013,4.0,Alsace Grand Cru,alsace-grand-cru,alsace
8,chateau-reynon,Château Reynon,Bordeaux Blanc Sec,2007,3.6,Bordeaux,bordeaux,bordeaux
9,lucia,Château Lucia,Saint-Émilion Grand Cru,2012,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
10,chateau-picque-caillou,Château Picque Caillou,Pessac-Léognan,1996,4.2,Pessac-Léognan,pessac-leognan,bordeaux
11,chateau-olivier,Château Olivier,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2012,4.0,Pessac-Léognan,pessac-leognan,bordeaux
12,clos-fourtet,Clos Fourtet,Saint-Émilion Grand Cru (Premier Grand Cru Classé),1997,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
13,clos-les-lunelles,Clos Les Lunelles,Côtes de Castillon,2007,3.8,Castillon - Côtes de Bordeaux,cotes-de-castillon,bordeaux
14,hugel,Hugel,Riesling Vendange Tardive,2011,4.0,Alsace,alsace,alsace
15,clos-vieux-taillefer,Clos Vieux Taillefer,Pomerol,2012,3.9,Pomerol,pomerol,bordeaux
16,chateau-de-malle,Château de Malle,Sauternes (Grand Cru Classé),2000,4.3,Sauternes,sauternes,bordeaux
17,joseph-drouhin,Joseph Drouhin,Chorey-Les-Beaune,2015,3.8,Chorey-lès-Beaune,chorey-les-beaune,cote-de-beaune
18,henri-bonnaud,Château Henri Bonnaud,Palette Rouge,2016,3.9,Palette,palette,
19,hares,Harès,Rosé,N.V.,3.6,Méditerranée,vin-de-pays-de-mediterranee,
20,joseph-mellot,Joseph Mellot,Les Collinettes Sancerre,2015,3.8,Sancerre,sancerre,loire-valley
21,messile-aubert,Château Messile Aubert,Montagne-Saint-Émilion,2015,3.5,Montagne-Saint-Émilion,montagne-saint-emilion,bordeaux
22,domaine-jean-michel-stephan,Domaine Jean-Michel Stéphan,Côte-Rôtie,2014,3.9,Côte-Rôtie,cote-rotie,rhone
23,jourdan-and-pichard,Jourdan & Pichard,Les Gravinières Cabernet Franc,2015,3.7,Chinon,chinon,
24,ferme-blanche,Ferme Blanche,Cassis Blanc,2015,3.7,Cassis,cassis,
0,domaine-jean-michel-stephan,Domaine Jean-Michel Stéphan,Côte-Rôtie,2014,3.9,Côte-Rôtie,cote-rotie,rhone
1,chateau-la-tour-de-mons,Château La Tour de Mons,Margaux,1998,4.2,Margaux,margaux,bordeaux
2,blard-fils,Blard & Fils,Cuvée Thomas Apremont,2018,3.5,Vin de Savoie,vin-de-savoie,
3,de-la-soujeole,Château de la Soujeole,Malepère Rouge,2014,3.7,Malepère,cotes-de-malepere,languedoc-roussillon
4,coureau-and-coureau,Coureau & Coureau,La Croix Mazarin,2016,3.6,Moulis-en-Médoc,moulis-en-medoc,bordeaux
5,regis-descotes,Regis Descotes,Prestige Coteaux du Lyonnais Rouge,2016,4.0,Coteaux du Lyonnais,coteaux-du-lyonnais,
6,laroze,Château Laroze,Saint-Émilion Grand Cru (Grand Cru Classé),2009,4.2,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
7,joseph-drouhin,Joseph Drouhin,Chorey-Les-Beaune,2015,3.8,Chorey-lès-Beaune,chorey-les-beaune,cote-de-beaune
8,henri-bonnaud,Château Henri Bonnaud,Palette Rouge,2016,3.9,Palette,palette,
9,messile-aubert,Château Messile Aubert,Montagne-Saint-Émilion,2015,3.5,Montagne-Saint-Émilion,montagne-saint-emilion,bordeaux
10,hares,Harès,Rosé,N.V.,3.6,Méditerranée,vin-de-pays-de-mediterranee,
11,chateau-la-cabanne,Château La Cabanne,Pomerol,2011,3.9,Pomerol,pomerol,bordeaux
12,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Le Petit Haut Lafitte Pessac-Léognan,2011,3.9,Pessac-Léognan,pessac-leognan,bordeaux
13,la-tour-blanche,Château La Tour Blanche,Les Charmilles de Tour Blanche Sauternes,2009,3.8,Sauternes,sauternes,bordeaux
14,w-gisselbrecht,Willy Gisselbrecht,Tradition Riesling,2017,3.6,Alsace,alsace,alsace
15,joseph-mellot,Joseph Mellot,Les Collinettes Sancerre,2018,3.7,Sancerre,sancerre,loire-valley
16,jourdan-and-pichard,Jourdan & Pichard,Les Gravinières Cabernet Franc,2015,3.7,Chinon,chinon,
17,chateau-malescot-st-exupery,Château Malescot St. Exupery,Margaux (Grand Cru Classé),1993,4.1,Margaux,margaux,bordeaux
